Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Tsta3	1.49584725	298.7759774	1.294642857				
2610002J02Rik	1.0468089	402.0132104	1.29417122				
Ciao1	0.42345924	9.0780393	1.292397661				
Eftud1	0.47999223	3.74721547	1.292307692				
Gmfb	1.0600142	3.18031506	1.292307692				
Apip	0.46439684	1.52898392	1.290909091				
1110057K04Rik	0.49283733	1.1285685	1.28959276				
Tmem41a	0.3954178	54.9715716	1.286792453				
Higd1a	0.08990698	0.46890415	1.285714286				
Phc2	0.82072567	107.510054	1.285714286				
Zfp949	0.12737691	2.99048047	1.284829721				
R3hdm1	0.25116134	10.06268581	1.2808005				
Arid2	0.32558701	2.91515949	1.28				
Hmgxb3	0.69680131	178.439001	1.279069767				
Cul7	0.52386773	87.00157103	1.277818718				
Ppm1m	0.41224146	4.47958042	1.277526395				
Aimp1	1.22891486	28.94049729	1.276365603				
Pfkp	0.21172601	2.78820758	1.276097561				
Pigf	0.47444378	132.7447121	1.274560117				
Spns1	0.59164688	4.43147191	1.274509804				
Mrpl36	1.11753324	2.00176755	1.272349272				
Clybl	0.46252751	4.8904313	1.270454545				
Rragc	1.82120208	70.3096694	1.269230769				
Cmc1	0.95714743	2.28977954	1.267806268				
Rab3gap1	0.19361381	1.10484431	1.264128495				
Aqr	0.47598837	1.41524171	1.263219741				
Nudt4	0.94501952	80.48718301	1.259677419				
Tjp1	0.42378342	101.5415377	1.258309592				
Src	0.17138324	0.47736318	1.256888889				
Rbm39	1.04649133	182.792303	1.256				
Slc50a1	0.93183967	209.0988473	1.254901961				
Thg1l	0.11917727	1.55271629	1.253623188				
Zfp560	0.43368407	143.3163321	1.252055921				
Cul5	1.45229886	190.8600983	1.25135428				
Abhd12	0.6957909	3.67144944	1.250786164				
Commd1	0.250625702	39.6891519	1.25				
Ccdc91	0.63804376	9.58628633	1.249575552				
N4bp2l2	1.15187497	128.8996079	1.248612653				
Lypla2	0.29823523	1.0706664	1.24822695				
Nfe2l1	0.68925309	12.74752726	1.248015873				
Fam175b	0.22381453	0.51180551	1.247080979				
Erbb2ip	0.49213333	9.63188794	1.246438198				
Top1mt	0.14076641	7.59010304	1.246153846				
Mrps12	1.83472217	290.1886885	1.245778612				
Dcaf7	0.71752434	1.32444909	1.244521338				
Ltn1	0.724118166	326.179871	1.243589744				
Ints8	0.44881797	1.96580694	1.243214286				
Tm2d2	1.34777003	326.426412	1.243055556				
Sec61a2	0.15587662	0.32137503	1.242857143				
Apaf1	0.636563894	402.658346	1.240641711				
Mettl2	0.53030592	26.71348757	1.239653134				
Dusp11	0.62742713	21.33585901	1.237789661				
Acad8	0.26010655	1.13522534	1.237295826				
Oxa1l	0.77492957	89.67594279	1.236027056				
Ppp2r4	1.50886952	278.0351407	1.235460993				
Strn4	0.7609928	183.2932819	1.233236152				
Jak1	0.65302585	1.32387981	1.232536765				
Thoc7	1.22935414	31.29895329	1.232536765				
Ndfip2	0.96406585	11.05462877	1.232				
Rcan3	0.67310274	129.1891786	1.230263158				
Smek2	0.49875519	166.1048242	1.229752066				
Mrpl14	1.05866957	3.37431398	1.227906977				
Mapk6	0.27215855	0.52549116	1.227272727				
1810043H04Rik	1.91837874	979.5371928	1.224157956				
Mrpl32	0.84446981	79.10725616	1.223944875				
Wdr3	0.51926243	2.68828048	1.223760933				
Timm9	0.22337754	0.75350158	1.223529412				
Hmgn3	0.55614498	2.45966782	1.221827862				
Dcp1a	0.36540424	7.29089837	1.221719457				
A230046K03Rik	0.25897643	0.41577151	1.221264368				
Arhgap42	0.43806518	14.85238386	1.217939214				
Rpl34	0.91839979	17.66729221	1.217391304				
Ubr7	0.5088766	3.28640898	1.217105263				
Exosc1	1.12022658	8.55556557	1.215695715				
Gnptab	0.69537942	10.06631019	1.21355398				
Phf20	0.36207541	10.74020853	1.213133641				
Hip1	0.43825803	1.13041606	1.212624585				
Esyt2	1.15488162	64.18126964	1.211891892				
Larp4	0.31785961	1.15572811	1.210526316				
Vezf1	0.54676457	101.4598145	1.208791209				
Stam2	0.39485402	1.1878772	1.206214689				
Fndc3b	1.00311275	4.6615631	1.205450734				
Hspb8	1.03814201	465.030574	1.205128205				
Gigyf2	0.42132308	1.52346287	1.203007519				
Fem1a	1.22241752	185.8168563	1.201625387				
Ap3s2	0.71764682	131.66381	1.199176955				
Cwc27	0.35198435	130.9941256	1.198486123				
Taf12	0.67300031	4.05094494	1.197860963				
Tpp2	0.95582153	777.83733	1.196047431				
5430416N02Rik	0.19380121	26.48795661	1.194641881				
Abhd5	0.7462698	3.21950464	1.193631988				
Far1	0.61104942	1.6823607	1.193617021				
Ethe1	0.50357365	2.5788702	1.193490054				
Slc39a9	0.4338878	1.65974272	1.192307692				
Prdx3	1.55717245	653.2786178	1.192156863				
Saa3	0.222803692	114.632458	1.191619048				
Gfm2	0.52062199	4.68705695	1.191599116				
Acbd6	0.781930968	947.068635	1.191176471				
Sypl	0.94040357	7.74399463	1.188759279				
B230219D22Rik	0.19476276	0.4516027	1.188679245				
Adss	1.17836704	153.1822427	1.188068182				
Prkaa1	1.07280336	369.6911308	1.186637618				
Mpzl1	0.74570886	4.37934058	1.185383244				
Fzd2	1.20110325	112.4666101	1.184210526				
Nsmaf	0.43908997	12.68422806	1.183869774				
Uck1	0.1583505	1.24685723	1.183650616				
AW549877	1.54734289	11.45287359	1.18079096				
Polr2k	0.18872455	2.15446813	1.180327869				
Map4k5	0.814183	82.06204051	1.179927667				
Rapgef1	0.860255759	708.116205	1.179523142				
Dpf2	1.20906716	139.9369369	1.179487179				
Vps18	0.65583661	86.03433444	1.178571429				
Pspc1	0.07850044	0.18899659	1.174285714				
Pak2	0.33607399	1.30588729	1.174179589				
Gatad2a	1.46361235	125.611039	1.173913043				
Rpl41	2.27468257	48.99054764	1.172839506				
Exoc4	0.95711791	155.0775152	1.172707889				
Sdha	1.32613734	11.5077926	1.172619048				
Map4k3	0.76122565	11.74165737	1.170757363				
Mtmr10	0.25110507	1.37494142	1.168014376				
Osgep	0.73824129	44.72802622	1.167799642				
Elp2	1.36281456	35.39285409	1.166666667				
Rnf166	0.54897471	3.36603609	1.166666667				
Gnpat	0.35647073	0.53346797	1.165034965				
Arih1	0.647070888	394.544015	1.16463202				
Agtrap	0.62514431	136.6759957	1.164333088				
Cldn12	0.43380683	3.30597321	1.164200141				
Psmd9	0.51676899	75.99467531	1.164200141				
Slc11a2	0.55965214	4.23072973	1.164079823				
Zfp623	0.03643608	0.06027635	1.163650669				
2510003E04Rik	0.52788599	5.2475691	1.162909091				
Zfp334	0.42577132	3.32559963	1.16166884				
Tbc1d23	0.49508329	12.23185745	1.161431702				
Sumf2	0.62627292	12.86530825	1.160498098				
Golga5	0.66210886	178.6269983	1.159663866				
Csnk1g2	0.79880485	6.10283968	1.15922619				
Ube2l3	1.00985956	83.72605038	1.158344579				
Sil1	0.13877364	0.58881332	1.158054711				
Atg7	0.66187044	187.1678054	1.158041958				
Rab34	0.98884527	79.36002134	1.157894737				
Ddx52	0.5868411	124.4067428	1.154385965				
S100a1	0.702724243	91.7548647	1.154301075				
Myo5a	0.75876684	17.21658949	1.153661465				
Ugdh	1.07997257	154.586871	1.152941176				
Tada1	0.59954774	95.11287931	1.152658662				
March8	0.38258535	2.82546595	1.15248227				
Scoc	1.11207358	9.12413645	1.150524109				
Fgfr1op2	1.22168886	331.415892	1.150362319				
Rhod	0.514171	10.29772827	1.149090909				
Clint1	1.23373105	134.1239939	1.147959184				
Dram2	0.06534665	0.16937348	1.145530146				
Txndc15	0.99753784	87.50667421	1.145320197				
Uqcrc2	1.25374433	5.0704149	1.144599303				
Lrrcc1	0.210356567	217.474286	1.144463668				
Ehmt1	0.50212713	12.19492579	1.14384058				
Mgst3	0.35577228	11.43186008	1.140350877				
Vps37a	1.17794667	185.1515432	1.138478182				
Exoc3	0.53805143	2.42599664	1.137330754				
Fibp	0.82024637	1.17366289	1.135238095				
Fam89b	0.955927391	534.2824	1.134146341				
Anxa7	0.91091318	7.67241376	1.133928571				
Snapc3	0.31996745	1.65409667	1.13271344				
Gopc	0.34443038	0.90629003	1.130190007				
Tmem175	0.22867464	1.09122504	1.127578304				
B9d1	0.5839503	4.00360899	1.127042484				
Pi4k2a	0.53940291	41.27342467	1.124729632				
Orai3	0.12266426	0.92920698	1.122352941				
Cox10	0.44476537	2.0789678	1.121008403				
Arl6	0.09198598	0.12196045	1.119309262				
Ptpn14	0.29737659	0.56625924	1.118644068				
Cklf	0.49292362	7.77561279	1.116809117				
Slc33a1	0.29603214	1.02132784	1.115348837				
Tmem60	0.53579907	1.96894164	1.114056225				
Mrps31	0.2025487	0.6005096	1.112244898				
Mrpl11	0.84419127	3.50708807	1.111292962				
Rbm28	0.6141237	87.24588582	1.11042735				
Ehd4	0.57429669	92.40423037	1.109814688				
Thtpa	0.29262879	97.2738439	1.106060606				
Nubp1	0.80258737	5.74750953	1.105769231				
Crbn	0.4184439	1.6469636	1.105263158				
Dctn6	0.87909344	3.31954161	1.101395349				
B3galnt2	0.78614337	121.9834852	1.100282486				
Fam96b	1.7885444	89.61947723	1.099378882				
Tmem14c	1.04029823	3.63239288	1.099078341				
Clp1	0.23241925	65.47946729	1.096551724				
Mzt2	0.26736628	0.77435893	1.095238095				
Lims1	1.40385508	6.10564836	1.09375				
Mbd2	0.88986705	1.59534755	1.092843327				
Derl2	1.86480568	20.52896085	1.088235294				
Saal1	0.30485609	1.91325319	1.087108014				
Cct6a	1.69449199	11.23136389	1.083333333				
Eif3g	0.99947097	2.94447701	1.083333333				
Mrpl44	0.55583265	45.06938526	1.082962963				
Atp6v0a1	0.55987584	9.08962422	1.080729167				
Fam168b	0.3674468	2.23682802	1.08				
Med17	0.42661434	109.4340615	1.074074074				
Pkn2	0.40461349	1.53536878	1.073022312				
Glt25d1	1.12856341	5.09763012	1.069090909				
Fam110a	0.29165752	1.05793345	1.068449198				
Gosr1	0.49685607	163.1829176	1.066939891				
Echs1	0.86667593	157.0945609	1.064539007				
Rgs19	1.080672	105.9235306	1.063492063				
Pef1	0.77965485	356.912939	1.062153163				
Trmt6	0.33902646	1.16051582	1.059251903				
Dusp19	0.35269714	1.0990008	1.058983051				
Ddx50	0.39067741	0.54045919	1.058491193				
Kdelc1	0.38226914	1.57142075	1.057839721				
Eif4g2	0.34552051	1.39733691	1.057791538				
Zfp414	0.5169332	11.36116356	1.056				
Tars2	0.53258512	133.6617089	1.053240741				
Fam98b	0.76932387	151.7587213	1.052841476				
S100a13	1.34697859	8.72024311	1.048611111				
Azin1	0.28612766	1.98236675	1.048125				
Ythdf2	0.21830728	0.66506772	1.048019208				
Zmat2	0.02837068	0.12379824	1.045454545				
Coq10b	0.76172373	3.91314343	1.045075758				
Zdhhc3	0.89150324	8.088059	1.043137255				
Chmp2b	1.06034617	557.940223	1.042619543				
Mpg	0.93127268	291.976738	1.042424242				
Rnf20	0.3116759	2.49966321	1.03880597				
Xpo1	0.23558995	0.41368692	1.034107946				
Acap2	0.28239417	3.95772218	1.033333333				
Pcm1	0.53159393	14.1122997	1.032323232				
Dhx8	0.49048342	2.14107805	1.031972789				
Smpd1	0.96508131	2.49077191	1.029787234				
Hnrnpr	0.12777614	0.6864077	1.027027027				
Abhd11	0.60614651	1.81690343	1.026186579				
Zfp62	0.20317805	0.44436976	1.023255814				
Krr1	0.53214428	118.8985603	1.021276596				
Traf3	0.41654955	4.19177966	1.019343987				
Mterfd1	0.24656762	0.55850671	1.018867925				
Cln5	1.50917497	4.70917295	1.016666667				
Reep3	1.00867399	220.4441104	1.015992004				
Anapc16	1.44090485	33.37664443	1.013671875				
Gfpt1	0.90578976	140.6109242	1.010606061				
Atl3	0.76621969	53.11205345	1.010474632				
Cox18	0.45004831	1.28664694	1.01010101				
Paics	1.10695375	18.67628463	1.008				
Alkbh6	0.69796372	5.40201911	1.002744425				
Ly6e	2.02082134	519.3119551	1				
Golph3	0.97339561	60.9531615	0.998403576				
Sdhaf2	0.83600898	126.3597368	0.997701149				
E130311K13Rik	0.24065132	4.37649316	0.993509128				
1110007C09Rik	0.52450702	1.58330913	0.993135011				
Api5	0.81632395	117.4913123	0.990731546				
Sp1	0.32286763	1.84483426	0.990396158				
Caml	1.1564469	137.6099288	0.989767442				
Klhdc10	0.19193517	1.63159902	0.989189189				
Scp2	0.03667396	0.16037361	0.98852459				
Ireb2	1.07012537	138.7851722	0.983006536				
Mfsd10	0.59825664	24.09882467	0.981505102				
Rpl35	1.43154494	190.1961728	0.978609626				
Gtf2h1	1.43319889	383.83193	0.969754253				
March5	0.21022255	0.57087885	0.964539007				
Scamp2	1.23796395	167.7189049	0.963214286				
Arhgap12	0.15222129	0.57341755	0.961760462				
Hnrnph3	0.02393652	0.09700334	0.958333333				
Cdc27	0.61483186	294.278417	0.957446809				
Ino80c	0.37856876	0.54732583	0.950943396				
Ube3c	0.70024521	4.06275182	0.950943396				
B4galt6	0.43167992	1.06778091	0.950359985				
Prps1l3	0.8246082	26.78201776	0.949450549				
E430025E21Rik	1.44140489	447.3782872	0.942028986				
Orc3	0.45315848	23.76196437	0.937621832				
Commd10	0.93333469	5.60036762	0.933333333				
Gpd2	0.48932038	4.55335515	0.932397959				
Itsn1	0.67941845	19.85131912	0.928639694				
Farp1	1.1209276	278.5636287	0.928571429				
Man2a1	0.85711839	4.45725521	0.926545455				
Pgm1	0.48491352	1.10939867	0.925				
Cpped1	0.77866526	100.3906493	0.922222222				
Smap1	0.38220296	1.02068806	0.920258621				
Pkig	1.12046831	60.33664237	0.918367347				
Ndufb5	0.13444498	0.15620459	0.916666667				
Sin3b	0.08570552	0.20748725	0.915343915				
2410006H16Rik	1.58309319	237.949136	0.914285714				
Prrc2b	0.73738349	13.45575505	0.91005291				
1500011B03Rik	0.30780678	1.67529773	0.903602726				
Fam114a1	0.839672404	430.835685	0.902097902				
Wdr77	1.53776766	578.1351312	0.897435897				
Zfp655	0.31688066	1.50528047	0.89608637				
Cenpb	0.60572116	7.65446031	0.888888889				
Rpl13	0.024637223	0.866068835	0.882352941				
Nsmce1	0.60675855	15.67145939	0.872327044				
Slmap	0.526568307	252.306183	0.868778281				
Tmed7	1.13780354	45.85964805	0.86634349				
Isca2	1.1000027	6.42749457	0.863945578				
Ddx21	0.60363574	4.03729324	0.862745098				
Mul1	0.02294554	0.20882948	0.861607143				
Wwp1	0.20661436	1.16546378	0.859649123				
Cisd2	0.16282097	0.59102646	0.851851852				
Qk	0.65908026	90.11579795	0.849315068				
Sirt2	0.6987929	1.60987629	0.847131305				
Mboat7	0.95886248	90.59914221	0.844850065				
Auh	0.35999273	2.62560299	0.842391304				
Fto	0.50624955	1.52029426	0.837487537				
Mrpl15	0.96532931	3.78347777	0.83625731				
Fbxo6	0.55592297	125.3167683	0.835020243				
Aebp2	0.95709853	113.9275732	0.834541578				
Psmf1	0.34470443	0.71632858	0.832424242				
Tmem70	1.43960236	165.4862719	0.829900839				
Leprotl1	1.34155678	12.87215681	0.823798627				
1110038B12Rik	1.39821843	281.1883076	0.821845175				
Amfr	0.94873325	80.45940266	0.821499014				
Nicn1	1.10338981	3.72341254	0.821492537				
Lars2	0.19890553	1.07490122	0.820512821				
Fbxo11	0.37072571	4.16822575	0.820476858				
Mrpl51	0.88977544	178.2831804	0.8203125				
Snx15	0.30154362	0.54253577	0.816313823				
Mapk1	1.06563908	4.33613288	0.815				
Ict1	2.4069276	972.8939081	0.813953488				
Nradd	0.9188624	112.283774	0.813067151				
Nbr1	0.67561135	4.38590973	0.811320755				
Cuta	1.59875019	147.7967818	0.810810811				
Efr3a	1.2010376	278.3472831	0.809979494				
Orc4	0.98213141	12.3801668	0.809979494				
Rfk	1.25195806	223.2978367	0.809716599				
Psmg2	1.05854378	21.30397706	0.809302326				
Kif2a	0.64444256	109.3948681	0.80893592				
BC004004	1.07223345	57.05525939	0.804968944				
Cdc16	2.1553258	81.4236832	0.795833333				
Trpm7	0.32780231	0.62989511	0.795438346				
Magohb	0.41434841	1.00971806	0.782004831				
D15Ertd621e	1.03707653	7.70283265	0.775119617				
Mrpl10	1.78594052	526.4141987	0.765899123				
Fam92a	0.78431002	97.01396861	0.759545924				
Nr2c1	0.40512881	5.54893599	0.758241758				
Lyrm5	0.52143841	10.26895385	0.757901014				
Faf1	1.16548358	9.44817749	0.747720365				
Ube2w	0.92352345	12.04408624	0.736956522				
Ubl3	0.93426278	161.8806613	0.711386309				
Lyrm2	0.53334369	1.59032735	0.709433962				
Bet1	0.51716551	1.56549241	0.70500439				
Clns1a	1.29244629	63.43994684	0.701449275				
Mrpl13	1.60851462	98.62999016	0.698529412				
Tor1aip2	1.04389234	4.07634124	0.685344828				
Commd6	0.80706205	1.73284169	0.682023487				
Prmt3	1.06955494	31.22771679	0.677419355				
Eya3	0.08140107	0.13689317	0.67571644				
Mrpl35	0.2215945	0.72345421	0.668449198				
Pttg1	1.00304256	10.12467044	0.665945166				
Tctex1d2	0.28000079	1.22890936	0.639930556				
Wwtr1	0.511142541	155.52618	0.62962963				
Atp6v1f	2.41786661	731.4356883	0.626666667				
Ptp4a2	1.28178166	21.40494178	0.596153846				
Cox16	0.24103249	1.75124005	0.588235294				
Vdac2	2.29587386	136.4204074	0.578947368				
Tmem33	1.42504844	43.76456462	0.570850202				
Ddah1	1.56699126	30.77630658	0.569230769				
Rnf14	1.17936836	192.6586521	0.569148936				
Stt3b	1.62762776	331.8097899	0.563636364				
Sdhaf1	0.39718708	0.72347063	0.549385749				
Meg3	0.10149861	2.09359832	0.549063195				
Sap30	0.11112876	1.32325232	0.527472527				
2310039H08Rik	0.66697827	1.72727523	0.522208884				
Usp14	1.0748798	1.28992942	0.518207283				
Gls	0.7884978	36.89024451	0.512295082				
Psme2	1.33426154	15.60100759	0.488				
Tomm7	1.39831311	22.68439644	0.38961039				
Kcnq1ot1	0.086670688	35.8009979	0.353535354				
Nras	1.74213613	286.0591748	0.333557951				
Rian	0.10848507	1.62229279	0.303167421				
Igf2r	0.04512624	0.2270575	0.260245902				
Impact	0.34066507	0.74439477	0.017333333				
Grb10	0.07138126	0.44387594	0.011680144				
2010107E04Rik	3.25457861	328.8014195	0				1
Acss2	0.00742396	0.35531921	0				0
Actn1	1.64186904	13.35166974	0				1
Ahnak	1.70546465	41.88332238	0				1
Aldoa	1.80814428	281.479312	0				1
Anxa1	1.9209194	12.47253785	0				1
Anxa5	1.68165061	127.3826583	0				1
Aprt	2.27244146	96.08045131	0				1
Arpc1b	1.04755377	6.29783145	0				1
Arpc3	2.47109795	146.8050526	0				1
Arpc5	1.65552799	29.20715046	0				1
Atp5c1	1.87441677	66.67539622	0				1
Atp5e	3.70309758	38.35741012	0				1
Atp5o	2.48636513	104.078688	0				1
Bax	1.36285799	22.19514216	0				1
Calm1	3.260758	232.6661583	0				1
Canx	2.13886745	116.7406432	0				1
Capns1	2.02484046	422.430093	0				1
Ccdc9	0.02688196	0.44210195	0				0
Ccng1	2.15235934	115.3455053	0				1
Cdc42	2.32186496	334.9216063	0				1
Cdkn1a	1.70231231	115.098937	0				1
Cdkn1c	0.00804985	0.81975801	0				0
Cox5a	2.28856154	335.9372172	0				1
Cox6c	3.24476221	100.568956	0				1
Cox7c	3.10678951	126.8595809	0				1
Cryab	1.22874586	882.328928	0				1
Ctsd	1.80423843	90.2522222	0				1
Dbi	2.7741439	46.59363042	0				1
Dynll1	0.59012757	0.63372787	0				0
Dynlrb1	2.79963462	29.50620498	0				1
Eif3h	1.64052302	549.646717	0				1
Eif3k	2.2283074	42.65211632	0				1
Eif4ebp1	1.76515694	37.25410241	0				1
Ergic1	1.71587662	15.00440338	0				1
Fkbp1a	2.06788159	38.91775826	0				1
Flnb	1.13285067	4.91300056	0				1
Fn1	1.24966964	24.53767731	0				1
Gnai2	2.17619547	132.6130948	0				1
Gng12	2.0433737	9.96068176	0				1
Hcn2	0.00851725	0.82019059	0				0
Homer2	0.00812363	0.8197385	0				0
Hsbp1	4.23642227	361.075248	0				1
Hspe1	1.6628724	239.37905	0				1
Ier3ip1	1.62500265	156.0416956	0				1
Igfbp7	1.73589733	104.2007486	0				1
Itm2b	2.16602345	262.699268	0				1
Itm2c	1.90172828	108.6143376	0				1
Krtcap2	1.98512208	8.84540543	0				1
Lamp1	2.00576376	7.62718298	0				1
Lmna	1.48090423	127.382609	0				1
March2	0.01465591	0.40567888	0				0
Mdh2	1.88946546	3.79868018	0				1
Med28	2.43519307	31.68710525	0				1
Mfn2	0.06104851	0.22364941	0				0
Mrfap1	1.95822649	201.0672447	0				1
Mrpl33	2.18048369	21.66813913	0				1
Mtpn	2.24708682	496.4913786	0				1
Naca	0.033031787	0.424901615	0				0
Ndufa3	3.35266651	250.091433	0				1
Ndufa4	3.82723721	459.4273077	0				1
Ndufb2	2.51336513	10.21582013	0				1
Ndufb6	1.78288805	410.141977	0				1
Ndufc1	2.46906938	8.45330227	0				1
Ndufv3	1.95438554	576.826099	0				1
Nme1	1.5949274	7.28202838	0				1
Ostc	1.66396089	100.903614	0				1
Pdia3	1.39468315	4.54691171	0				1
Pdlim1	1.56481675	498.711994	0				1
Pin1	0.0360671	0.06026596	0				0
Pomp	1.70571979	25.58036208	0				1
Prdx1	1.81277644	159.759835	0				1
Prkaa2	0.00388031	0.20774228	0				0
Prr13	3.09296413	449.99528	0				1
Psmb2	2.49811676	6.69114918	0				1
Psmb4	1.0235306	118.7511592	0				1
Rac1	3.39724682	149.8309517	0				1
Rexo2	1.66810078	54.56320794	0				1
Rhoa	1.6574644	123.718015	0				1
Rpl22	2.25677879	15.47977496	0				1
Rpl4	2.25386466	213.9215698	0				1
Rps15a	0.15599563	0.55140127	0				0
Rps20	2.35244699	138.5898478	0				1
Rps21	2.63208199	176.0548917	0				1
Rps3	1.72018246	47.35574573	0				1
Rps5	2.71865624	86.54428121	0				1
Rps7	0.019090781	0.171802425	0				0
S100a10	1.44390554	329.00021	0				1
Sec61g	2.22405663	13.79294459	0				1
Selm	2.19936816	55.95587028	0				1
Serp1	2.27024006	89.53029335	0				1
Serpinb6a	2.39002956	47.00741074	0				1
Serpinh1	1.63986323	72.8203504	0				1
Sh3bgrl3	2.83166273	36.95770704	0				1
Shfm1	2.56401255	22.74198505	0				1
Slc25a3	2.28191533	375.3226284	0				1
Snrpb	2.22690206	267.6375883	0				1
Sod1	2.33797132	391.9506467	0				1
Sri	2.13377676	42.4091959	0				1
Srp9	1.70991663	5.27459417	0				1
Ssr1	2.37685975	283.4835647	0				1
Ssr2	4.33550022	939.9125618	0				1
Ssr3	1.59397888	195.2733098	0				1
Sub1	1.73164669	6.93773395	0				1
Syngr2	1.95824251	244.8343559	0				1
Tecr	1.8077549	793.238666	0				1
Tomm6	1.87627045	11.19490381	0				1
Trappc2l	1.87360874	14.77556207	0				1
Txn2	1.77976251	4.95877428	0				1
Txnl4a	1.43205285	3.56709675	0				1
Tyw3	0.01144534	0.7970972	0				0
